origin_month,payment_month,development_month,member_months,seasonal_index,incremental_paid,cumulative_paid
2021-12,2023-09,21,85592,1.061112,59240274.02,22422391432.91
2021-12,2023-10,22,85592,1.061112,54151834.01,22476543266.92
2021-12,2023-11,23,85592,1.061112,44803962.45,22521347229.36
2021-12,2023-12,24,85592,1.061112,36663246.14,22558010475.51
2021-12,2024-01,25,85592,1.061112,40219761.99,22598230237.5
2021-12,2024-02,26,85592,1.061112,32034415.57,22630264653.07
2021-12,2024-03,27,85592,1.061112,29235324.98,22659499978.04
2021-12,2024-04,28,85592,1.061112,26810820.64,22686310798.68
2021-12,2024-05,29,85592,1.061112,24578547.57,22710889346.25
2021-12,2024-06,30,85592,1.061112,23917971.71,22734807317.96
2021-12,2024-07,31,85592,1.061112,19995224.52,22754802542.48
2021-12,2024-08,32,85592,1.061112,20178606.4,22774981148.87
2021-12,2024-09,33,85592,1.061112,16616505.32,22791597654.19
2021-12,2024-10,34,85592,1.061112,15886655.16,22807484309.34
2021-12,2024-11,35,85592,1.061112,16448690.65,22823933000.0
2022-01,2022-01,0,87583,1.085,6454912935.05,6454912935.05
2022-01,2022-02,1,87583,1.085,4419439538.13,10874352473.17
2022-01,2022-03,2,87583,1.085,3123604189.97,13997956663.15
2022-01,2022-04,3,87583,1.085,2249382689.96,16247339353.1
2022-01,2022-05,4,87583,1.085,1650313102.82,17897652455.92
2022-01,2022-06,5,87583,1.085,1121742553.14,19019395009.06
2022-01,2022-07,6,87583,1.085,784180214.87,19803575223.94
2022-01,2022-08,7,87583,1.085,597509992.06,20401085216.0
2022-01,2022-09,8,87583,1.085,521778863.25,20922864079.25
2022-01,2022-10,9,87583,1.085,375384699.24,21298248778.49
2022-01,2022-11,10,87583,1.085,336039628.17,21634288406.66
2022-01,2022-12,11,87583,1.085,237296321.16,21871584727.83
2022-01,2023-01,12,87583,1.085,209864210.05,22081448937.88
2022-01,2023-02,13,87583,1.085,188649930.98,22270098868.86
2022-01,2023-03,14,87583,1.085,157910891.23,22428009760.09
2022-01,2023-04,15,87583,1.085,129880621.73,22557890381.82
2022-01,2023-05,16,87583,1.085,102241054.03,22660131435.85
2022-01,2023-06,17,87583,1.085,107849452.36,22767980888.22
2022-01,2023-07,18,87583,1.085,83698879.32,22851679767.54
2022-01,2023-08,19,87583,1.085,73437707.0,22925117474.54
2022-01,2023-09,20,87583,1.085,71167818.9,22996285293.44
2022-01,2023-10,21,87583,1.085,64183570.77,23060468864.21
2022-01,2023-11,22,87583,1.085,47184620.22,23107653484.43
2022-01,2023-12,23,87583,1.085,47770687.23,23155424171.66
2022-01,2024-01,24,87583,1.085,48128886.66,23203553058.32
2022-01,2024-02,25,87583,1.085,39663028.67,23243216086.99
2022-01,2024-03,26,87583,1.085,36112204.46,23279328291.46
2022-01,2024-04,27,87583,1.085,34325380.19,23313653671.65
2022-01,2024-05,28,87583,1.085,27078305.42,23340731977.07
2022-01,2024-06,29,87583,1.085,25730288.48,23366462265.55
2022-01,2024-07,30,87583,1.085,23562894.31,23390025159.86
2022-01,2024-08,31,87583,1.085,19071718.5,23409096878.36
2022-01,2024-09,32,87583,1.085,15762801.71,23424859680.06
2022-01,2024-10,33,87583,1.085,17466844.07,23442326524.13
2022-01,2024-11,34,87583,1.085,17579330.61,23459905854.74
2022-01,2024-12,35,87583,1.085,15404659.43,23475310514.17
2022-02,2022-02,0,86911,1.086112,6444178654.05,6444178654.05
2022-02,2022-03,1,86911,1.086112,4323240219.25,10767418873.3
2022-02,2022-04,2,86911,1.086112,3029634292.74,13797053166.04
2022-02,2022-05,3,86911,1.086112,2218543873.68,16015597039.72
2022-02,2022-06,4,86911,1.086112,1572167651.69,17587764691.41
2022-02,2022-07,5,86911,1.086112,1150855297.02,18738619988.43
2022-02,2022-08,6,86911,1.086112,786002976.37,19524622964.8
2022-02,2022-09,7,86911,1.086112,648851383.8,20173474348.6
2022-02,2022-10,8,86911,1.086112,487854208.43,20661328557.03
2022-02,2022-11,9,86911,1.086112,367861069.24,21029189626.27
2022-02,2022-12,10,86911,1.086112,309097496.09,21338287122.37
2022-02,2023-01,11,86911,1.086112,245009963.97,21583297086.34
2022-02,2023-02,12,86911,1.086112,199924597.42,21783221683.76
2022-02,2023-03,13,86911,1.086112,181846164.96,21965067848.72
2022-02,2023-04,14,86911,1.086112,141568915.69,22106636764.4
2022-02,2023-05,15,86911,1.086112,119686332.4,22226323096.8
2022-02,2023-06,16,86911,1.086112,116758673.7,22343081770.51
2022-02,2023-07,17,86911,1.086112,102125124.78,22445206895.28
2022-02,2023-08,18,86911,1.086112,78682679.9,22523889575.18
2022-02,2023-09,19,86911,1.086112,74793107.13,22598682682.31
2022-02,2023-10,20,86911,1.086112,63237248.72,22661919931.03
2022-02,2023-11,21,86911,1.086112,62646629.48,22724566560.51
2022-02,2023-12,22,86911,1.086112,56613410.41,22781179970.92
2022-02,2024-01,23,86911,1.086112,45792959.93,22826972930.85
2022-02,2024-02,24,86911,1.086112,43240376.52,22870213307.37
2022-02,2024-03,25,86911,1.086112,37813264.03,22908026571.41
2022-02,2024-04,26,86911,1.086112,30477159.89,22938503731.3
2022-02,2024-05,27,86911,1.086112,32382440.6,22970886171.9
2022-02,2024-06,28,86911,1.086112,31362062.89,23002248234.78
2022-02,2024-07,29,86911,1.086112,26593562.58,23028841797.36
2022-02,2024-08,30,86911,1.086112,25182996.05,23054024793.41
2022-02,2024-09,31,86911,1.086112,23520888.52,23077545681.93
2022-02,2024-10,32,86911,1.086112,19694430.6,23097240112.53
2022-02,2024-11,33,86911,1.086112,17984190.5,23115224303.04
2022-02,2024-12,34,86911,1.086112,15355113.36,23130579416.4
2022-02,2025-01,35,86911,1.086112,15035343.85,23145614760.25
2022-03,2022-03,0,87311,1.064151,6373850468.31,6373850468.31
2022-03,2022-04,1,87311,1.064151,4351615301.0,10725465769.31
2022-03,2022-05,2,87311,1.064151,2918409781.5,13643875550.82
2022-03,2022-06,3,87311,1.064151,2131231806.42,15775107357.23
2022-03,2022-07,4,87311,1.064151,1576000350.45,17351107707.68
2022-03,2022-08,5,87311,1.064151,1076601474.46,18427709182.14
2022-03,2022-09,6,87311,1.064151,879713056.64,19307422238.78
2022-03,2022-10,7,87311,1.064151,625330610.84,19932752849.62
2022-03,2022-11,8,87311,1.064151,453080764.77,20385833614.39
2022-03,2022-12,9,87311,1.064151,393265440.18,20779099054.57
2022-03,2023-01,10,87311,1.064151,305064136.92,21084163191.49
2022-03,2023-02,11,87311,1.064151,230654321.7,21314817513.19
2022-03,2023-03,12,87311,1.064151,207113669.61,21521931182.81
2022-03,2023-04,13,87311,1.064151,163649579.37,21685580762.18
2022-03,2023-05,14,87311,1.064151,127753067.1,21813333829.28
2022-03,2023-06,15,87311,1.064151,116526869.86,21929860699.14
2022-03,2023-07,16,87311,1.064151,105023204.64,22034883903.78
2022-03,2023-08,17,87311,1.064151,97729268.17,22132613171.95
2022-03,2023-09,18,87311,1.064151,83247835.93,22215861007.89
2022-03,2023-10,19,87311,1.064151,76419554.06,22292280561.95
2022-03,2023-11,20,87311,1.064151,57406434.42,22349686996.37
2022-03,2023-12,21,87311,1.064151,53644937.36,22403331933.73
2022-03,2024-01,22,87311,1.064151,44162436.21,22447494369.94
2022-03,2024-02,23,87311,1.064151,40369696.91,22487864066.85
2022-03,2024-03,24,87311,1.064151,37509028.15,22525373095.0
2022-03,2024-04,25,87311,1.064151,36049559.77,22561422654.77
2022-03,2024-05,26,87311,1.064151,31581645.49,22593004300.25
2022-03,2024-06,27,87311,1.064151,30142737.16,22623147037.41
2022-03,2024-07,28,87311,1.064151,29336144.45,22652483181.86
2022-03,2024-08,29,87311,1.064151,26357024.5,22678840206.36
2022-03,2024-09,30,87311,1.064151,20066633.05,22698906839.41
2022-03,2024-10,31,87311,1.064151,19295657.62,22718202497.03
2022-03,2024-11,32,87311,1.064151,17075716.29,22735278213.32
2022-03,2024-12,33,87311,1.064151,15392888.03,22750671101.35
2022-03,2025-01,34,87311,1.064151,13532174.16,22764203275.51
2022-03,2025-02,35,87311,1.064151,15275862.83,22779479138.34
2022-04,2022-04,0,87119,1.025,6107292834.9,6107292834.9
2022-04,2022-05,1,87119,1.025,3978298122.16,10085590957.06
2022-04,2022-06,2,87119,1.025,2937042920.15,13022633877.21
2022-04,2022-07,3,87119,1.025,1984181636.75,15006815513.96
2022-04,2022-08,4,87119,1.025,1428390479.5,16435205993.46
2022-04,2022-09,5,87119,1.025,1045745679.58,17480951673.04
2022-04,2022-10,6,87119,1.025,762360993.1,18243312666.14
2022-04,2022-11,7,87119,1.025,596377325.14,18839689991.28
2022-04,2022-12,8,87119,1.025,464944788.24,19304634779.52
2022-04,2023-01,9,87119,1.025,366961731.38,19671596510.89
2022-04,2023-02,10,87119,1.025,250704554.0,19922301064.9
2022-04,2023-03,11,87119,1.025,248269689.65,20170570754.55
2022-04,2023-04,12,87119,1.025,173388291.98,20343959046.53
2022-04,2023-05,13,87119,1.025,166467680.43,20510426726.97
2022-04,2023-06,14,87119,1.025,146780821.74,20657207548.7
2022-04,2023-07,15,87119,1.025,117727342.56,20774934891.26
2022-04,2023-08,16,87119,1.025,111127086.78,20886061978.04
2022-04,2023-09,17,87119,1.025,89467778.32,20975529756.36
2022-04,2023-10,18,87119,1.025,74428180.54,21049957936.9
2022-04,2023-11,19,87119,1.025,68076222.94,21118034159.85
2022-04,2023-12,20,87119,1.025,53561775.13,21171595934.98
2022-04,2024-01,21,87119,1.025,57514771.85,21229110706.83
2022-04,2024-02,22,87119,1.025,48538162.48,21277648869.31
2022-04,2024-03,23,87119,1.025,38244041.16,21315892910.46
2022-04,2024-04,24,87119,1.025,35617244.0,21351510154.47
2022-04,2024-05,25,87119,1.025,39586826.49,21391096980.96
2022-04,2024-06,26,87119,1.025,29360059.73,21420457040.68
2022-04,2024-07,27,87119,1.025,32324784.0,21452781824.69
2022-04,2024-08,28,87119,1.025,27021291.86,21479803116.54
2022-04,2024-09,29,87119,1.025,20313257.79,21500116374.34
2022-04,2024-10,30,87119,1.025,20385056.27,21520501430.61
2022-04,2024-11,31,87119,1.025,19861616.46,21540363047.07
2022-04,2024-12,32,87119,1.025,19788789.42,21560151836.48
2022-04,2025-01,33,87119,1.025,14238597.39,21574390433.87
2022-04,2025-02,34,87119,1.025,12761911.09,21587152344.96
2022-04,2025-03,35,87119,1.025,13259158.43,21600411503.39
2022-05,2022-05,0,88337,0.979151,5863858245.39,5863858245.39
2022-05,2022-06,1,88337,0.979151,3855966319.37,9719824564.76
2022-05,2022-07,2,88337,0.979151,2831228839.08,12551053403.84
2022-05,2022-08,3,88337,0.979151,1946520325.49,14497573729.33
2022-05,2022-09,4,88337,0.979151,1490482626.04,15988056355.37
2022-05,2022-10,5,88337,0.979151,1040375117.35,17028431472.72
2022-05,2022-11,6,88337,0.979151,810981900.05,17839413372.77
2022-05,2022-12,7,88337,0.979151,600522200.42,18439935573.19
2022-05,2023-01,8,88337,0.979151,426709118.31,18866644691.5
2022-05,2023-02,9,88337,0.979151,346824441.77,19213469133.26
2022-05,2023-03,10,88337,0.979151,268379981.01,19481849114.27
2022-05,2023-04,11,88337,0.979151,234981758.51,19716830872.79
2022-05,2023-05,12,88337,0.979151,192493582.71,19909324455.49
2022-05,2023-06,13,88337,0.979151,165425118.24,20074749573.73
2022-05,2023-07,14,88337,0.979151,128928546.13,20203678119.86
2022-05,2023-08,15,88337,0.979151,108940134.89,20312618254.75
2022-05,2023-09,16,88337,0.979151,108276567.08,20420894821.83
2022-05,2023-10,17,88337,0.979151,88377142.97,20509271964.8
2022-05,2023-11,18,88337,0.979151,79541930.96,20588813895.76
2022-05,2023-12,19,88337,0.979151,60021341.45,20648835237.22
2022-05,2024-01,20,88337,0.979151,55828677.79,20704663915.01
2022-05,2024-02,21,88337,0.979151,55293295.23,20759957210.24
2022-05,2024-03,22,88337,0.979151,48098215.24,20808055425.47
2022-05,2024-04,23,88337,0.979151,37199293.21,20845254718.69
2022-05,2024-05,24,88337,0.979151,36073091.42,20881327810.1
2022-05,2024-06,25,88337,0.979151,34524698.01,20915852508.11
2022-05,2024-07,26,88337,0.979151,32723567.01,20948576075.12
2022-05,2024-08,27,88337,0.979151,29950703.77,20978526778.89
2022-05,2024-09,28,88337,0.979151,26333888.06,21004860666.95
2022-05,2024-10,29,88337,0.979151,23456316.23,21028316983.18
2022-05,2024-11,30,88337,0.979151,23147564.66,21051464547.84
2022-05,2024-12,31,88337,0.979151,20146326.62,21071610874.47
2022-05,2025-01,32,88337,0.979151,19571472.03,21091182346.5
2022-05,2025-02,33,88337,0.979151,19848035.07,21111030381.57
2022-05,2025-03,34,88337,0.979151,11739233.74,21122769615.32
2022-05,2025-04,35,88337,0.979151,13548448.73,21136318064.05
2022-06,2022-06,0,86445,0.938888,5212705635.19,5212705635.19
2022-06,2022-07,1,86445,0.938888,3735985786.89,8948691422.08
2022-06,2022-08,2,86445,0.938888,2738415942.58,11687107364.66
2022-06,2022-09,3,86445,0.938888,1824896849.32,13512004213.98
2022-06,2022-10,4,86445,0.938888,1330864389.25,14842868603.23
2022-06,2022-11,5,86445,0.938888,1055896066.56,15898764669.79
2022-06,2022-12,6,86445,0.938888,787768534.62,16686533204.41
2022-06,2023-01,7,86445,0.938888,546103428.13,17232636632.54
2022-06,2023-02,8,86445,0.938888,467905415.57,17700542048.11
2022-06,2023-03,9,86445,0.938888,336747469.77,18037289517.88
2022-06,2023-04,10,86445,0.938888,262003866.09,18299293383.97
2022-06,2023-05,11,86445,0.938888,230858423.71,18530151807.67
2022-06,2023-06,12,86445,0.938888,162283332.03,18692435139.7
2022-06,2023-07,13,86445,0.938888,157634082.76,18850069222.46
2022-06,2023-08,14,86445,0.938888,125800741.6,18975869964.05
2022-06,2023-09,15,86445,0.938888,107514038.37,19083384002.42
2022-06,2023-10,16,86445,0.938888,94050517.68,19177434520.1
2022-06,2023-11,17,86445,0.938888,87136674.23,19264571194.33
2022-06,2023-12,18,86445,0.938888,71825924.12,19336397118.46
2022-06,2024-01,19,86445,0.938888,60049286.9,19396446405.36
2022-06,2024-02,20,86445,0.938888,57198728.69,19453645134.05
2022-06,2024-03,21,86445,0.938888,48156145.02,19501801279.07
2022-06,2024-04,22,86445,0.938888,48557588.05,19550358867.12
2022-06,2024-05,23,86445,0.938888,40233283.15,19590592150.27
2022-06,2024-06,24,86445,0.938888,32693190.89,19623285341.15
2022-06,2024-07,25,86445,0.938888,32710948.06,19655996289.21
2022-06,2024-08,26,86445,0.938888,30708282.83,19686704572.04
2022-06,2024-09,27,86445,0.938888,25880275.33,19712584847.37
2022-06,2024-10,28,86445,0.938888,20678667.22,19733263514.59
2022-06,2024-11,29,86445,0.938888,21449317.03,19754712831.63
2022-06,2024-12,30,86445,0.938888,23407777.15,19778120608.78
2022-06,2025-01,31,86445,0.938888,20330834.56,19798451443.34
2022-06,2025-02,32,86445,0.938888,16655291.76,19815106735.09
2022-06,2025-03,33,86445,0.938888,16509686.19,19831616421.28
2022-06,2025-04,34,86445,0.938888,11950211.44,19843566632.72
2022-06,2025-05,35,86445,0.938888,12240653.66,19855807286.38
2022-07,2022-07,0,88071,0.915,5640103580.89,5640103580.89
2022-07,2022-08,1,88071,0.915,4158580063.46,9798683644.35
2022-07,2022-09,2,88071,0.915,2673763381.57,12472447025.92
2022-07,2022-10,3,88071,0.915,1961933387.6,14434380413.52
2022-07,2022-11,4,88071,0.915,1504681936.67,15939062350.19
2022-07,2022-12,5,88071,0.915,950945588.78,16890007938.97
2022-07,2023-01,6,88071,0.915,798136897.93,17688144836.9
2022-07,2023-02,7,88071,0.915,550296020.1,18238440857.01
2022-07,2023-03,8,88071,0.915,470818029.84,18709258886.84
2022-07,2023-04,9,88071,0.915,374525662.01,19083784548.85
2022-07,2023-05,10,88071,0.915,291681794.08,19375466342.93
2022-07,2023-06,11,88071,0.915,216201140.63,19591667483.57
2022-07,2023-07,12,88071,0.915,184826870.96,19776494354.53
2022-07,2023-08,13,88071,0.915,147101281.17,19923595635.69
2022-07,2023-09,14,88071,0.915,148274183.03,20071869818.72
2022-07,2023-10,15,88071,0.915,108172899.45,20180042718.18
2022-07,2023-11,16,88071,0.915,91773100.09,20271815818.27
2022-07,2023-12,17,88071,0.915,86071481.75,20357887300.02
2022-07,2024-01,18,88071,0.915,71409915.45,20429297215.46
2022-07,2024-02,19,88071,0.915,66625417.94,20495922633.4
2022-07,2024-03,20,88071,0.915,58208836.28,20554131469.68
2022-07,2024-04,21,88071,0.915,57724013.49,20611855483.17
2022-07,2024-05,22,88071,0.915,44656204.94,20656511688.11
2022-07,2024-06,23,88071,0.915,44755873.12,20701267561.23
2022-07,2024-07,24,88071,0.915,36103337.43,20737370898.67
2022-07,2024-08,25,88071,0.915,31810785.26,20769181683.92
2022-07,2024-09,26,88071,0.915,31439097.5,20800620781.43
2022-07,2024-10,27,88071,0.915,29798278.9,20830419060.33
2022-07,2024-11,28,88071,0.915,23470386.36,20853889446.69
2022-07,2024-12,29,88071,0.915,21973126.61,20875862573.3
2022-07,2025-01,30,88071,0.915,20593100.19,20896455673.49
2022-07,2025-02,31,88071,0.915,18723184.73,20915178858.22
2022-07,2025-03,32,88071,0.915,18901074.35,20934079932.57
2022-07,2025-04,33,88071,0.915,16319571.42,20950399503.99
2022-07,2025-05,34,88071,0.915,14087276.83,20964486780.82
2022-07,2025-06,35,88071,0.915,12718622.76,20977205403.58
2022-08,2022-08,0,88331,0.913888,5661038459.69,5661038459.69
2022-08,2022-09,1,88331,0.913888,3909924638.08,9570963097.77
2022-08,2022-10,2,88331,0.913888,2644912668.09,12215875765.86
2022-08,2022-11,3,88331,0.913888,1970180882.14,14186056648.0
2022-08,2022-12,4,88331,0.913888,1511405179.92,15697461827.92
2022-08,2023-01,5,88331,0.913888,1104397799.23,16801859627.15
2022-08,2023-02,6,88331,0.913888,848070900.9,17649930528.04
2022-08,2023-03,7,88331,0.913888,600424859.33,18250355387.37
2022-08,2023-04,8,88331,0.913888,425588907.54,18675944294.91
2022-08,2023-05,9,88331,0.913888,316076550.91,18992020845.83
2022-08,2023-06,10,88331,0.913888,296327085.18,19288347931.01
2022-08,2023-07,11,88331,0.913888,240079597.31,19528427528.31
2022-08,2023-08,12,88331,0.913888,196858082.65,19725285610.96
2022-08,2023-09,13,88331,0.913888,159493217.18,19884778828.14
2022-08,2023-10,14,88331,0.913888,148215953.05,20032994781.19
2022-08,2023-11,15,88331,0.913888,104455311.62,20137450092.81
2022-08,2023-12,16,88331,0.913888,102405178.87,20239855271.68
2022-08,2024-01,17,88331,0.913888,92681260.95,20332536532.62
2022-08,2024-02,18,88331,0.913888,68887153.78,20401423686.41
2022-08,2024-03,19,88331,0.913888,68880401.79,20470304088.2
2022-08,2024-04,20,88331,0.913888,50277843.01,20520581931.22
2022-08,2024-05,21,88331,0.913888,48650965.04,20569232896.26
2022-08,2024-06,22,88331,0.913888,51538642.98,20620771539.24
2022-08,2024-07,23,88331,0.913888,42657833.94,20663429373.18
2022-08,2024-08,24,88331,0.913888,36930342.3,20700359715.48
2022-08,2024-09,25,88331,0.913888,31399669.97,20731759385.44
2022-08,2024-10,26,88331,0.913888,34753790.15,20766513175.59
2022-08,2024-11,27,88331,0.913888,27689050.88,20794202226.47
2022-08,2024-12,28,88331,0.913888,23800514.95,20818002741.42
2022-08,2025-01,29,88331,0.913888,22427535.96,20840430277.39
2022-08,2025-02,30,88331,0.913888,22732710.57,20863162987.95
2022-08,2025-03,31,88331,0.913888,17941263.39,20881104251.34
2022-08,2025-04,32,88331,0.913888,16062297.84,20897166549.18
2022-08,2025-05,33,88331,0.913888,16227314.01,20913393863.19
2022-08,2025-06,34,88331,0.913888,12425104.91,20925818968.1
2022-08,2025-07,35,88331,0.913888,13728682.1,20939547650.2
2022-09,2022-09,0,86749,0.935849,5669000598.28,5669000598.28
2022-09,2022-10,1,86749,0.935849,3765308361.77,9434308960.06
2022-09,2022-11,2,86749,0.935849,2833326950.6,12267635910.66
2022-09,2022-12,3,86749,0.935849,1968876507.6,14236512418.25
2022-09,2023-01,4,86749,0.935849,1439806156.56,15676318574.82
2022-09,2023-02,5,86749,0.935849,966529157.47,16642847732.29
2022-09,2023-03,6,86749,0.935849,787992987.49,17430840719.78
2022-09,2023-04,7,86749,0.935849,595783671.53,18026624391.31
2022-09,2023-05,8,86749,0.935849,475344855.75,18501969247.06
2022-09,2023-06,9,86749,0.935849,334172624.28,18836141871.34
2022-09,2023-07,10,86749,0.935849,271355283.81,19107497155.15
2022-09,2023-08,11,86749,0.935849,209056495.5,19316553650.65
2022-09,2023-09,12,86749,0.935849,211830644.12,19528384294.77
2022-09,2023-10,13,86749,0.935849,167692478.26,19696076773.03
2022-09,2023-11,14,86749,0.935849,129823630.61,19825900403.64
2022-09,2023-12,15,86749,0.935849,113940206.17,19939840609.8
2022-09,2024-01,16,86749,0.935849,109112662.8,20048953272.61
2022-09,2024-02,17,86749,0.935849,80006251.92,20128959524.53
2022-09,2024-03,18,86749,0.935849,78295852.51,20207255377.04
2022-09,2024-04,19,86749,0.935849,74087848.81,20281343225.84
2022-09,2024-05,20,86749,0.935849,57285582.79,20338628808.63
2022-09,2024-06,21,86749,0.935849,46379743.55,20385008552.18
2022-09,2024-07,22,86749,0.935849,47429674.87,20432438227.05
2022-09,2024-08,23,86749,0.935849,37748502.0,20470186729.05
2022-09,2024-09,24,86749,0.935849,40583875.74,20510770604.8
2022-09,2024-10,25,86749,0.935849,35530613.15,20546301217.95
2022-09,2024-11,26,86749,0.935849,30446757.24,20576747975.18
2022-09,2024-12,27,86749,0.935849,26059323.82,20602807299.01
2022-09,2025-01,28,86749,0.935849,25260456.75,20628067755.76
2022-09,2025-02,29,86749,0.935849,24386851.96,20652454607.72
2022-09,2025-03,30,86749,0.935849,19590092.17,20672044699.89
2022-09,2025-04,31,86749,0.935849,16748663.93,20688793363.81
2022-09,2025-05,32,86749,0.935849,19542127.25,20708335491.07
2022-09,2025-06,33,86749,0.935849,16277570.04,20724613061.1
2022-09,2025-07,34,86749,0.935849,14415118.24,20739028179.35
2022-09,2025-08,35,86749,0.935849,12544509.51,20751572688.86
2022-10,2022-10,0,88016,0.975,6102515265.34,6102515265.34
2022-10,2022-11,1,88016,0.975,4143399123.36,10245914388.7
2022-10,2022-12,2,88016,0.975,3035562497.84,13281476886.54
2022-10,2023-01,3,88016,0.975,2145685694.71,15427162581.25
2022-10,2023-02,4,88016,0.975,1467499122.65,16894661703.9
2022-10,2023-03,5,88016,0.975,1105733200.29,18000394904.19
2022-10,2023-04,6,88016,0.975,845530707.15,18845925611.33
2022-10,2023-05,7,88016,0.975,679429665.36,19525355276.7
2022-10,2023-06,8,88016,0.975,464374838.36,19989730115.06
2022-10,2023-07,9,88016,0.975,367130462.05,20356860577.11
2022-10,2023-08,10,88016,0.975,317180436.89,20674041014.0
2022-10,2023-09,11,88016,0.975,229053497.1,20903094511.1
2022-10,2023-10,12,88016,0.975,195035281.73,21098129792.83
2022-10,2023-11,13,88016,0.975,175191664.95,21273321457.78
2022-10,2023-12,14,88016,0.975,153243144.33,21426564602.11
2022-10,2024-01,15,88016,0.975,111142330.27,21537706932.39
2022-10,2024-02,16,88016,0.975,111122376.54,21648829308.92
2022-10,2024-03,17,88016,0.975,84511832.37,21733341141.3
2022-10,2024-04,18,88016,0.975,65187035.55,21798528176.85
2022-10,2024-05,19,88016,0.975,70089962.06,21868618138.91
2022-10,2024-06,20,88016,0.975,62891766.54,21931509905.44
2022-10,2024-07,21,88016,0.975,57751390.72,21989261296.17
2022-10,2024-08,22,88016,0.975,51695718.57,22040957014.74
2022-10,2024-09,23,88016,0.975,41642491.59,22082599506.32
2022-10,2024-10,24,88016,0.975,35839277.23,22118438783.55
2022-10,2024-11,25,88016,0.975,34518719.94,22152957503.48
2022-10,2024-12,26,88016,0.975,31014499.22,22183972002.7
2022-10,2025-01,27,88016,0.975,28555590.74,22212527593.45
2022-10,2025-02,28,88016,0.975,29652575.73,22242180169.18
2022-10,2025-03,29,88016,0.975,25777850.04,22267958019.22
2022-10,2025-04,30,88016,0.975,21463947.53,22289421966.74
2022-10,2025-05,31,88016,0.975,17263174.79,22306685141.54
2022-10,2025-06,32,88016,0.975,17811329.68,22324496471.22
2022-10,2025-07,33,88016,0.975,19666827.64,22344163298.85
2022-10,2025-08,34,88016,0.975,16379647.65,22360542946.5
2022-10,2025-09,35,88016,0.975,13047649.11,22373590595.61
2022-11,2022-11,0,88511,1.020849,6947741978.0,6947741978.0
2022-11,2022-12,1,88511,1.020849,4728342974.66,11676084952.66
2022-11,2023-01,2,88511,1.020849,3217311332.97,14893396285.63
2022-11,2023-02,3,88511,1.020849,2370229886.68,17263626172.31
2022-11,2023-03,4,88511,1.020849,1787221803.92,19050847976.23
2022-11,2023-04,5,88511,1.020849,1208362349.12,20259210325.35
2022-11,2023-05,6,88511,1.020849,900162654.27,21159372979.62
2022-11,2023-06,7,88511,1.020849,668997561.68,21828370541.3
2022-11,2023-07,8,88511,1.020849,448724705.06,22277095246.36
2022-11,2023-08,9,88511,1.020849,424928751.48,22702023997.84
2022-11,2023-09,10,88511,1.020849,313169950.32,23015193948.16
2022-11,2023-10,11,88511,1.020849,268023226.46,23283217174.62
2022-11,2023-11,12,88511,1.020849,224049749.04,23507266923.66
2022-11,2023-12,13,88511,1.020849,200382143.52,23707649067.18
2022-11,2024-01,14,88511,1.020849,171837152.16,23879486219.34
2022-11,2024-02,15,88511,1.020849,142407392.19,24021893611.52
2022-11,2024-03,16,88511,1.020849,121202856.95,24143096468.48
2022-11,2024-04,17,88511,1.020849,104514433.67,24247610902.14
2022-11,2024-05,18,88511,1.020849,99325655.24,24346936557.38
2022-11,2024-06,19,88511,1.020849,81102147.31,24428038704.69
2022-11,2024-07,20,88511,1.020849,75642841.54,24503681546.23
2022-11,2024-08,21,88511,1.020849,67939692.47,24571621238.7
2022-11,2024-09,22,88511,1.020849,55650294.69,24627271533.39
2022-11,2024-10,23,88511,1.020849,50466649.24,24677738182.62
2022-11,2024-11,24,88511,1.020849,44033975.16,24721772157.78
2022-11,2024-12,25,88511,1.020849,42396492.65,24764168650.43
2022-11,2025-01,26,88511,1.020849,33426913.46,24797595563.89
2022-11,2025-02,27,88511,1.020849,31496339.95,24829091903.84
2022-11,2025-03,28,88511,1.020849,36177242.73,24865269146.58
2022-11,2025-04,29,88511,1.020849,31202030.43,24896471177.01
2022-11,2025-05,30,88511,1.020849,21965078.85,24918436255.86
2022-11,2025-06,31,88511,1.020849,22218410.96,24940654666.82
2022-11,2025-07,32,88511,1.020849,22220182.07,24962874848.88
2022-11,2025-08,33,88511,1.020849,21358401.23,24984233250.12
2022-11,2025-09,34,88511,1.020849,20666607.37,25004899857.48
2022-11,2025-10,35,88511,1.020849,15683031.53,25020582889.01
2022-12,2022-12,0,88505,1.061112,6889702382.94,6889702382.94
2022-12,2023-01,1,88505,1.061112,4566381240.12,11456083623.07
2022-12,2023-02,2,88505,1.061112,3132754462.42,14588838085.49
2022-12,2023-03,3,88505,1.061112,2342614191.92,16931452277.41
2022-12,2023-04,4,88505,1.061112,1606774906.59,18538227184.01
2022-12,2023-05,5,88505,1.061112,1163825656.83,19702052840.84
2022-12,2023-06,6,88505,1.061112,877622268.31,20579675109.15
2022-12,2023-07,7,88505,1.061112,700686056.33,21280361165.48
2022-12,2023-08,8,88505,1.061112,544788695.56,21825149861.05
2022-12,2023-09,9,88505,1.061112,419478423.27,22244628284.32
2022-12,2023-10,10,88505,1.061112,338626450.86,22583254735.17
2022-12,2023-11,11,88505,1.061112,267412335.63,22850667070.8
2022-12,2023-12,12,88505,1.061112,221639964.22,23072307035.02
2022-12,2024-01,13,88505,1.061112,187573684.84,23259880719.86
